kind	id	subject	source_title	primary_route	readiness	source_checklist
chapter	topic_0019	ALGEBRA	Algebraic Geometry Bridges	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0020	ALGEBRA	Advanced Homological Algebra	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0021	ALGEBRA	Homological and Derived Structures	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0022	ALGEBRA	Spectral and Category Extensions	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0023	ALGEBRA	Adjunctions and Representability	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0024	ALGEBRA	Topos-like Limits and Constructions	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0025	ALGEBRA	Spectral Sequences and Filtrations	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0026	ALGEBRA	Derived Category Stability	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0027	ALGEBRA	Higher Categorical Constructions	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0028	ALGEBRA	Higher Homological and Noncommutative Constructions	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0029	ALGEBRA	Homological Stability and Higher Algebra	F15	design_review_required	docs/MATH_ASSET_TODO_ALGEBRA.md
chapter	topic_0030	TRIGONOMETRY	Angle System	R00	existing_first_example	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0031	TRIGONOMETRY	Right Triangle Definitions	F13	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0032	TRIGONOMETRY	Unit Circle Framework	R00	existing_first_example	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0033	TRIGONOMETRY	Identities	R00	existing_first_example	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0034	TRIGONOMETRY	Graphs and Periodic Behavior	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0035	TRIGONOMETRY	Inverse Trigonometry	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0036	TRIGONOMETRY	Applications	F13	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0037	TRIGONOMETRY	Theorems	R00	existing_first_example	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0038	TRIGONOMETRY	Worked examples	R00	existing_first_example	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0039	TRIGONOMETRY	Proof sketches	R00	existing_first_example	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0040	TRIGONOMETRY	Trigonometric Identities and Extensions	F13	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0041	TRIGONOMETRY	Extended Function Identities	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0042	TRIGONOMETRY	Hyperbolic and Inverse Extensions	F13	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0043	TRIGONOMETRY	Complex-Analytic Trigonometric Extensions	F11	design_review_required	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0044	TRIGONOMETRY	Transform Applications	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0045	TRIGONOMETRY	Inverse and Parametric Identities	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0046	TRIGONOMETRY	Advanced Triangle and Wave Identities	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0047	TRIGONOMETRY	Advanced Transform Identities	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0048	TRIGONOMETRY	Operator-Based Trig Tools	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0049	TRIGONOMETRY	Fourier-Analytic Identities	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0050	TRIGONOMETRY	Complex-Exponential Trig Synthesis	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0051	TRIGONOMETRY	Orthogonality and Harmonics	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0052	TRIGONOMETRY	Trigonometric Kernel Identities	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0053	TRIGONOMETRY	Advanced Harmonic Function Expansions	F13	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0054	TRIGONOMETRY	Periodic Convolutions and Kernels	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0055	TRIGONOMETRY	Asymptotic and Distributional Harmonics	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0056	TRIGONOMETRY	Harmonic Signal Transformations	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0057	TRIGONOMETRY	Harmonic Kernels and Special Trigonometric Systems	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0058	TRIGONOMETRY	Convergence and Gibbs-Type Phenomena	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_TRIGONOMETRY.md
chapter	topic_0059	CALCULUS	Limits and Continuity	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0060	CALCULUS	Differentiation	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0061	CALCULUS	Applications of Derivatives	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0062	CALCULUS	Integration	F08	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0063	CALCULUS	Integration Techniques	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0064	CALCULUS	Sequences and Series	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0065	CALCULUS	Multivariable Calculus	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0066	CALCULUS	Differential Equations	F09	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0067	CALCULUS	Theorems	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0068	CALCULUS	Worked examples	R00	existing_first_example	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0069	CALCULUS	Proof sketches	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0070	CALCULUS	Calculus Convergence Extensions	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0071	CALCULUS	Advanced Calculus Concepts	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0072	CALCULUS	Transform Methods and Asymptotics	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0073	CALCULUS	Laplace and Asymptotic Methods	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0074	CALCULUS	Complex Integral Operators	F11	design_review_required	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0075	CALCULUS	Geometric and Asymptotic Analysis	F08	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0076	CALCULUS	Special Integrals and Advanced Asymptotics	F11	design_review_required	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0077	CALCULUS	Numerical Integration and Functional Expansions	F08	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0078	CALCULUS	Distribution and Variational Techniques	F14	design_review_required	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0079	CALCULUS	Measure and Distribution Techniques	F08	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0080	CALCULUS	Asymptotic Integral Methods	F11	design_review_required	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0081	CALCULUS	Advanced Variational and Integral Geometry	F14	design_review_required	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0082	CALCULUS	Stokes and Divergence Framework	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0083	CALCULUS	Transform Kernels and PDE Links	F14	design_review_required	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0084	CALCULUS	Variational PDE and Distributional Calculus	F14	design_review_required	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0085	CALCULUS	Geometric Measure and Operator Theory	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0086	CALCULUS	Functional-Analytic Differential Structure	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0087	CALCULUS	Measure and Geometric Integration	F01	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0088	CALCULUS	Nonlinear Dynamics and PDE Invariants	F09	foundation_extension_needed	docs/MATH_ASSET_TODO_CALCULUS.md
chapter	topic_0089	LINEAR_ALGEBRA	Vector Foundation	R00	existing_first_example	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0090	LINEAR_ALGEBRA	Vector Spaces and Subspaces	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0091	LINEAR_ALGEBRA	Linear Maps	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0092	LINEAR_ALGEBRA	Matrix Algebra	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0093	LINEAR_ALGEBRA	Determinants	R00	existing_first_example	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0094	LINEAR_ALGEBRA	Linear Systems	R00	existing_first_example	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0095	LINEAR_ALGEBRA	Orthogonality	R00	existing_first_example	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0096	LINEAR_ALGEBRA	Spectral Theory	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0097	LINEAR_ALGEBRA	Theorems	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0098	LINEAR_ALGEBRA	Worked examples	R00	existing_first_example	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0099	LINEAR_ALGEBRA	Proof sketches	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0100	LINEAR_ALGEBRA	Extended Linear Concepts	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0101	LINEAR_ALGEBRA	Further Linear Algebra Terms	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0102	LINEAR_ALGEBRA	Advanced Linear Operators	R00	existing_first_example	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0103	LINEAR_ALGEBRA	Advanced Linear Operator Extensions	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0104	LINEAR_ALGEBRA	Structured Linear Spaces	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0105	LINEAR_ALGEBRA	Operator Decompositions	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0106	LINEAR_ALGEBRA	High-Order Operator Structures	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0107	LINEAR_ALGEBRA	Spectral and Operator Analysis	F11	design_review_required	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0108	LINEAR_ALGEBRA	Tensor, Bilinear and Multilinear Forms	F06	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0109	LINEAR_ALGEBRA	Tensor and Factorization Structures	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0110	LINEAR_ALGEBRA	Operator Algebra and Geometry	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0111	LINEAR_ALGEBRA	Structured Transform Methods	F11	design_review_required	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0112	LINEAR_ALGEBRA	Structured Decompositions and Stability	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0113	LINEAR_ALGEBRA	Geometric and Structured Factorizations	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0114	LINEAR_ALGEBRA	Functional-Analytic Spectral Tools	F11	design_review_required	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0115	LINEAR_ALGEBRA	Operator Perturbation and Stability	F11	design_review_required	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0116	LINEAR_ALGEBRA	Subspace Approximation and Geometry	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0117	LINEAR_ALGEBRA	Canonical Decompositions and Matrix Geometry	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0118	LINEAR_ALGEBRA	Unitary Orbits and Operator Geometry	F02	foundation_extension_needed	docs/MATH_ASSET_TODO_LINEAR_ALGEBRA.md
chapter	topic_0119	DISCRETE_MATH	Logic and Proof	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0120	DISCRETE_MATH	Set Theory Foundations	R00	existing_first_example	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0121	DISCRETE_MATH	Counting and Combinatorics	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0122	DISCRETE_MATH	Graph Theory	R00	existing_first_example	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0123	DISCRETE_MATH	Number Theory	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0124	DISCRETE_MATH	Recursion and Sequences	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0125	DISCRETE_MATH	Algorithms and Complexity	F03	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0126	DISCRETE_MATH	Boolean Algebra and Logic Circuits	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0127	DISCRETE_MATH	Theorems	R00	existing_first_example	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0128	DISCRETE_MATH	Worked examples	R00	existing_first_example	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0129	DISCRETE_MATH	Proof sketches	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0130	DISCRETE_MATH	Advanced Discrete Topics	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0131	DISCRETE_MATH	Discrete Extensions	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0132	DISCRETE_MATH	Advanced Discrete Structures	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0133	DISCRETE_MATH	Computability and Formal Systems	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0134	DISCRETE_MATH	Advanced Counting Structures	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0135	DISCRETE_MATH	Finite Construction Systems	F15	design_review_required	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0136	DISCRETE_MATH	Randomized and Finite Methodologies	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0137	DISCRETE_MATH	Advanced Counting and Complexity	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0138	DISCRETE_MATH	Advanced Probabilistic Counting	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0139	DISCRETE_MATH	Probabilistic Method in Discrete Math	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0140	DISCRETE_MATH	Randomized Algorithmic Counting	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0141	DISCRETE_MATH	Extremal and Probabilistic Structures	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0142	DISCRETE_MATH	Martingale Concentration Toolkit	F12	design_review_required	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0143	DISCRETE_MATH	Large Deviations and Random Structures	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0144	DISCRETE_MATH	Combinatorial Probability at Scale	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0145	DISCRETE_MATH	Derandomization and Pseudorandomness	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0146	DISCRETE_MATH	Ramsey and Extremal Random Structures	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0147	DISCRETE_MATH	Extremal Combinatorial Theorems	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0148	DISCRETE_MATH	Advanced Extremal and Probabilistic Tools	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_DISCRETE_MATH.md
chapter	topic_0149	PROBABILITY_AND_STATISTICS	Probability Foundations	R00	existing_first_example	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0150	PROBABILITY_AND_STATISTICS	Random Variables	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0151	PROBABILITY_AND_STATISTICS	Distribution Theory	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0152	PROBABILITY_AND_STATISTICS	Statistical Inference	F16	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0153	PROBABILITY_AND_STATISTICS	Stochastic Processes	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0154	PROBABILITY_AND_STATISTICS	Foundational Probability and Inference	R00	existing_first_example	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0155	PROBABILITY_AND_STATISTICS	Risk and Learning Core Terms	F04	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0156	PROBABILITY_AND_STATISTICS	Decision and Concentration	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0157	PROBABILITY_AND_STATISTICS	Estimation and Testing Extensions	F16	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0158	PROBABILITY_AND_STATISTICS	Bayesian Foundations	F16	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0159	PROBABILITY_AND_STATISTICS	Time Series and Risk	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0160	PROBABILITY_AND_STATISTICS	Learning Geometry	F16	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0161	PROBABILITY_AND_STATISTICS	Computational Methods	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0162	PROBABILITY_AND_STATISTICS	Estimator Quality	F16	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0163	PROBABILITY_AND_STATISTICS	Dependence and Tail Risk	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0164	PROBABILITY_AND_STATISTICS	Stochastic Calculus Core	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0165	PROBABILITY_AND_STATISTICS	Mathematical Finance Mechanics	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0166	PROBABILITY_AND_STATISTICS	Inferential Learning for Time-Dependent Data	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0167	PROBABILITY_AND_STATISTICS	Decision and Estimation Tradeoffs	F10	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0168	PROBABILITY_AND_STATISTICS	Sequential and Online Learning	F07	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0169	PROBABILITY_AND_STATISTICS	Modern Risk Measures	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0170	PROBABILITY_AND_STATISTICS	Optimization and Risk Measures	F10	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0171	PROBABILITY_AND_STATISTICS	Information and Generalization	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0172	PROBABILITY_AND_STATISTICS	Financial Time-Series Dynamics	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0173	PROBABILITY_AND_STATISTICS	Detection and Filtering	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0174	PROBABILITY_AND_STATISTICS	Robustness and Misspecification	F16	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0175	PROBABILITY_AND_STATISTICS	Bayesian Computation	F16	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0176	PROBABILITY_AND_STATISTICS	Extreme-Value Theory	F05	foundation_extension_needed	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0177	PROBABILITY_AND_STATISTICS	Optimal Transport and Generative Learning	F17	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
chapter	topic_0178	PROBABILITY_AND_STATISTICS	Stochastic Models for Finance and AI	F12	design_review_required	docs/MATH_ASSET_TODO_PROBABILITY_AND_STATISTICS.md
exercise_card	001	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	004	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	007	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	018	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	019	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	031	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	032	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	037	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	041	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	044	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	048	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
