candidate_id,accession,component,source_term,count,evidence,reuse_class,variation_axis
FC-03-2011_3,2011.3,moulding run,wave scroll,1,VISIBLE,exact accepted donor reuse,running Vitruvian wave-scroll band along the bottom edge of the frieze rail. A pure profile-along-path run - length is the only parameter
FC-03-2011_3,2011.3,upholstery webbing,,3,VISIBLE,parameterized recipe reuse,"back foundation only, exposed in alt4: one vertical strap per bay (2) plus one horizontal run crossing both bays (1, interrupted by the central post). Vary by strap count and spacing. SEAT webbing count is not determinable - no underside view exists"
FC-03-2011_3,2011.3,upholstery webbing,,NOT DETERMINABLE,INFERRED FROM TYPE,parameterized recipe reuse,"the seat platform must be webbed to the rails in the same manner as the back, but no underside or seat-frame view is published, so neither count nor direction can be stated"
FC-03-2011_3,2011.3,textile support,scrim / hessian,1,VISIBLE,parameterized recipe reuse,"coarse linen sheet stretched over the back webbing and tacked to the frame, with the twine ends of the stuffing ties still standing proud of the surface. Vary by weave scale and tie density"
FC-03-2011_3,2011.3,padding mass,,2,PARTIALLY VISIBLE,parameterized recipe reuse,"back pad (thickness readable in profile in alt1/alt2) and seat squab (boxed edge readable in alt4). Materials and internal build are not visible. Vary by thickness, crown, and edge treatment - here both are flat-topped with a square boxed edge, not a stuffed-over roll"
FC-03-2011_3,2011.3,cover shell,,3,VISIBLE,parameterized recipe reuse,"back pad show cover, seat squab cover (boxed, seamed at the edge), and the outer back cover tacked across the rear of the frame. Two schemes are documented in the same set of views - red wool (main/alt0-4) and purple with a black-and-gold galloon (alt5-9) - so colour and trim are demonstrably a swappable layer over an unchanged frame"
FC-03-2011_3,2011.3,trim path,galloon / gimp,3,VISIBLE,exact accepted donor reuse,"applied woven tape: a full rectangular circuit framing the back pad, a second circuit on the seat squab top, and a run along the squab front edge. Pure path-with-profile; vary by tape width and the woven motif"
FC-03-2011_3,2011.3,trim path,fringe,1,PARTIALLY VISIBLE,parameterized recipe reuse,"a netted bullion fringe hung continuously from the underside of the front and both side seat rails - a diamond-net heading over pendant covered moulds, unmistakably textile in the alt5-9 crops (black moulds with gold thread bows). Number of drops is not determinable. Vary by drop length, mould shape, and net gauge. This is the part most likely to be mistaken for carved gilt-wood in the gilt-scheme"
FC-03-2011_3,2011.3,strap/band,cushion tape / tab,2,VISIBLE,parameterized recipe reuse,"pale woven leaf-patterned tapes at the two rear corners of the seat squab, visible only with the outer back cover removed. Equivalent to the baseline's corner tabs. Vary by width and count per edge"
FC-03-2011_3,2011.3,back board,,0,VISIBLE,genuinely bespoke component,"RECORDED AS ABSENT and confirmed absent, not merely unseen: alt3/alt4/alt8 show the back is an open upholstered frame closed by a stretched textile cover, with no wooden back board. Relevant because the baseline chair's framed upper panel would suggest one"
FC-03-2011_3,2011.3,stretcher,,0,VISIBLE,genuinely bespoke component,"RECORDED AS ABSENT and confirmed by the rear views, which look straight through an entirely open under-frame. The baseline chair has lower stretchers; this object carries its rigidity in deep seat rails and heavy posts instead"
FC-03-2011_3,2011.3,inlay path,,0,VISIBLE,genuinely bespoke component,RECORDED AS ABSENT. All ornament here is carved in the solid and water-gilt; there is no linear or circular inlay and no marquetry anywhere on the object. The paterae that read as the baseline's circular inlay are carved discs
FC-03-2011_3,2011.3,castor,,0,VISIBLE,genuinely bespoke component,"RECORDED AS ABSENT - all four feet meet the floor directly, with no castor cup, socket, or plate visible on any foot in any view"
FC-03-30_120_59,30.120.59,front leg,,3,VISIBLE,parameterized recipe reuse,"Cabriole S-curve: knee projection, ankle diameter, total length, rake. Knee ornament density is a separate dial (all three are carved here; a plain-knee variant is the same recipe with ornament off). Leg COUNT is itself the length parameter — a 57 in. two-bay settee gets 3 front legs; a longer bench gets one per added bay."
FC-03-30_120_59,30.120.59,rear leg/stile,,3,VISIBLE,parameterized recipe reuse,"The two END members read continuous from crest height down through the seat frame to the floor (one stick doing stile + leg), exactly the baseline pattern; the CENTRE rear leg is a separate raked member joined to the rear rail. Axes: rake angle, taper rate, square-vs-chamfered section, and whether the member is continuous or split at the seat line."
FC-03-30_120_59,30.120.59,post,arm support / back post,5,VISIBLE,parameterized recipe reuse,"Four arm posts (two per end: a tapered front cone-stump rising off the side seat rail, and a wide flat rear post tying the arm to the back frame) plus one central back post from crest to rear seat rail. Axes: height, taper, section width, and how many intermediate back posts a given width needs (1 here; 2-3 for a longer bench)."
FC-03-30_120_59,30.120.59,rail,seat rails,4,VISIBLE,exact accepted donor reuse,"Front, rear and two side seat rails forming a closed rectangle; plain rectangular section in secondary wood, joints pinned with visible round pegs. Axes: length, depth of rail (this one is deep because the cover wraps over it), and whether the front edge is straight or serpentine in plan."
FC-03-30_120_59,30.120.59,rail,shaped arm board / out-scrolled arm,2,VISIBLE,shared profile or curve reuse,"Each arm is one sawn, compound-curved board: it sweeps down from the back frame, out over the arm posts, and terminates in a cyma scroll flaring away from the seat. Axes: scroll tightness, flare angle, board thickness, arm height above seat. Mirror-symmetric pair from one profile."
